Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
"3,465074458","-0,8128097534","-0,3347039795","9,742490387","9,782065497"
"3,475027458","-0,8020321655","-0,3945794678","9,738448792","9,77938308"
"3,484979458","-0,8029302979","-0,5078938293","9,726174316","9,772467449"
"3,494932458","-0,8015830994","-0,5016069031","9,72452774","9,770393274"
"3,504884458","-0,7936495972","-0,4114942932","9,724976807","9,765980807"
"3,514837458","-0,7924520874","-0,3875440979","9,743538208","9,783389369"
"3,524790458","-0,8003855896","-0,4590953064","9,748477936","9,792048185"
"3,534742458","-0,7746391296","-0,510737915","9,721384277","9,765563541"
"3,544695458","-0,7771838379","-0,5053491211","9,696835327","9,741047573"
"3,554646833","-0,7789801025","-0,48559021","9,707313538","9,75061762"
"3,564599833","-0,7768844604","-0,4733157349","9,722881165","9,76534666"
"3,574551833","-0,7806266785","-0,4743635559","9,723180542","9,765993992"
"3,584504833","-0,7758366394","-0,5192701721","9,703421631","9,748228318"
"3,594456833","-0,7753875732","-0,5445675659","9,678573303","9,724842462"
"3,604409833","-0,7804769897","-0,5415737915","9,698332214","9,744747008"
"3,614362833","-0,7795788574","-0,5197192383","9,716145172","9,761215513"
"3,624314833","-0,7822732544","-0,5170248413","9,722581787","9,767694853"
"3,634267833","-0,7930508423","-0,539178772","9,711055756","9,758291207"
"3,644219833","-0,7878117371","-0,5730084229","9,703421631","9,75219859"
"3,654172833","-0,7854167175","-0,5818400574","9,72228241","9,771294312"
"3,664124833","-0,7809260559","-0,5483097839","9,722132721","9,768846082"
"3,674077833","-0,793200531","-0,5343887329","9,730066223","9,776958991"
"3,684030833","-0,7976911926","-0,5507048035","9,729018402","9,777187023"
"3,693982833","-0,7960446167","-0,5797444153","9,720186768","9,769944801"
"3,703935833","-0,8021818542","-0,5769003296","9,718839569","9,768938135"
"3,713887833","-0,8068222046","-0,5535488892","9,732910309","9,781969205"
"3,723840833","-0,7988887024","-0,5445675659","9,739047546","9,786921074"
"3,733792833","-0,8027806091","-0,554147644","9,748328247","9,797011786"
"3,743745833","-0,8066725159","-0,5634283447","9,7502742","9,799796887"
"3,753697833","-0,809815979","-0,5620811462","9,746232605","9,795957693"
"3,763650833","-0,8104147339","-0,5477110291","9,753417664","9,802342349"
